USD,1.0
GBP,1.21
GPB,1.21
BTC,19216.00
USDC,1.0
UDSC,1.0
USDT,1.0
ETH,1048.68
BUSD,1.0
SOL,38.27
BNB,243.94
XMR,129.99
EUR,1.02
XRP,0.34
BUSD-T,1.0
